timestamp_ms,accX_g,accY_g,accZ_g,gyrX,gyrY,gyrZ,step_count,cadence_spm,peak_impact_g
1784071679651,-0.0924793,1.0123922,0.04148148,19.11,-36.19,-3.85,0,0.0,1.0174532
1784071679651,-0.09272331,0.95383006,0.06100218,15.190001,-40.88,-1.12,0,0.0,1.0174532
1784071679651,-0.09150327,0.95919824,0.08515904,9.87,-45.01,-1.6800001,0,0.0,1.0174532
1784071679651,-0.08564706,0.9487059,0.101019606,6.65,-47.04,-5.67,0,0.0,1.0174532
1784071679651,-0.038797386,0.9584662,0.084915034,6.44,-47.18,-12.46,0,0.0,1.0174532
1784071679651,0.008784314,1.0189804,0.03172113,6.23,-46.9,-20.44,0,0.0,1.0195118
1784071679651,0.052461874,1.0504576,-0.006100218,3.78,-45.15,-27.02,0,0.0,1.0517845
1784071679651,0.083939,1.0770544,-0.04782571,2.94,-41.3,-30.52,0,0.0,1.0813783
1784071680465,0.09443137,1.0841308,-0.100531586,2.17,-35.07,-30.03,0,0.0,1.0928693
1784071680465,0.1007756,1.1385447,-0.12444445,0.98,-25.76,-25.83,0,0.0,1.1497505
1784071680465,0.11053595,1.1409848,-0.14445315,1.6800001,-16.03,-18.41,0,0.0,1.1553923
1784071680465,0.14786929,1.1261002,-0.14957735,-1.26,-6.93,-8.89,0,0.0,1.1553923
1784071680465,0.18325055,1.06217,-0.11980827,-5.11,0.98,0.84000003,0,0.0,1.1553923
1784071680465,0.21887583,1.0180043,-0.06832244,-7.28,5.67,8.54,0,0.0,1.1553923
1784071680465,0.23864052,0.9923835,-0.03196514,-5.04,7.14,14.07,0,0.0,1.1553923
1784071680465,0.26548147,0.9904314,-0.058562092,-0.98,1.61,16.94,0,0.0,1.1553923
1784071681091,0.14689325,0.978719,-0.0363573,3.01,2.8,18.76,0,0.0,1.1553923
1784071681091,0.07491068,0.9931154,-0.008540305,0.7,2.24,19.32,0,0.0,1.1553923
1784071681091,0.017324617,1.009708,-0.04660566,4.13,1.33,19.18,0,0.0,1.1553923
1784071681091,-0.017812636,1.0031198,-0.086623095,5.7400002,-2.24,17.64,0,0.0,1.1553923
1784071681091,-0.06661438,0.97188675,-0.103947714,5.81,-5.88,15.4,0,0.0,1.1553923
1784071681091,-0.09028322,0.93040526,-0.07149455,3.22,-7.14,13.02,0,0.0,1.1553923
1784071681091,-0.17129412,0.8989281,-0.068810456,4.41,-7.98,10.43,0,0.0,1.1553923
1784071681091,-0.12981263,0.88941175,-0.074666664,3.71,-8.61,8.54,0,0.0,1.1553923
1784071681953,-0.09321132,0.8808715,-0.07320262,1.26,-8.89,7.77,0,0.0,1.1553923
1784071681953,-0.086623095,0.87794334,-0.08345098,2.1,-9.87,7.84,0,0.0,1.1553923
1784071681953,-0.07808279,0.8820915,-0.0978475,2.59,-11.97,8.26,0,0.0,1.1553923
1784071681953,-0.052461874,0.8584227,-0.087355115,0.63,-12.39,8.82,0,0.0,1.1553923
1784071681953,0.00951634,0.8525664,-0.102727674,-2.24,-15.89,8.89,0,0.0,1.1553923
1784071681953,0.0031721133,0.8513464,-0.089551196,-0.77,-15.89,9.03,0,0.0,1.1553923
1784071681953,0.040993463,0.8459782,-0.121272326,-3.99,-18.97,8.12,0,0.0,1.1553923
1784071681953,0.019520698,0.8552506,-0.094187364,-3.29,-19.460001,7.28,0,0.0,1.1553923
1784071682663,0.058562092,0.9118606,-0.21204355,9.94,-41.02,-2.31,0,0.0,1.1553923
1784071682663,0.06515033,0.91015255,-0.25425708,9.87,-37.8,-1.47,0,0.0,1.1553923
1784071682663,0.07808279,0.9164967,-0.27816993,8.75,-33.11,-1.4,0,0.0,1.1553923
1784071682663,0.084915034,0.9174728,-0.27768192,7.77,-26.95,-1.89,0,0.0,1.1553923
1784071682663,0.08759913,0.93406534,-0.28695425,8.26,-19.74,-3.29,0,0.0,1.1553923
